state,county_fips,precinct,candidate,votes
Minnesota,27119,GENTILLY TWP.|230,Donald Trump,85
Minnesota,27119,GENTILLY TWP.|230,Hillary Clinton,35
Minnesota,27119,GENTILLY TWP.|230,Others,12
Minnesota,27119,GODFREY TWP.|235,Donald Trump,102
Minnesota,27119,GODFREY TWP.|235,Hillary Clinton,63
Minnesota,27119,GODFREY TWP.|235,Others,19
Minnesota,27119,GRAND FORKS TWP.|240,Donald Trump,49
Minnesota,27119,GRAND FORKS TWP.|240,Hillary Clinton,37
Minnesota,27119,GRAND FORKS TWP.|240,Others,4
Minnesota,27119,GROVE PARK-TILDEN TWP|245,Donald Trump,89
Minnesota,27119,GROVE PARK-TILDEN TWP|245,Hillary Clinton,43
Minnesota,27119,GROVE PARK-TILDEN TWP|245,Others,7
Minnesota,27119,GULLY TWP.|255,Donald Trump,28
Minnesota,27119,GULLY TWP.|255,Hillary Clinton,15
Minnesota,27119,GULLY TWP.|255,Others,1
Minnesota,27119,GULLY|250,Donald Trump,10
Minnesota,27119,GULLY|250,Hillary Clinton,11
Minnesota,27119,GULLY|250,Others,2
Minnesota,27119,HAMMOND TWP.|260,Donald Trump,23
Minnesota,27119,HAMMOND TWP.|260,Hillary Clinton,5
Minnesota,27119,HAMMOND TWP.|260,Others,2
Minnesota,27119,HELGELAND TWP.|265,Donald Trump,17
Minnesota,27119,HELGELAND TWP.|265,Hillary Clinton,7
Minnesota,27119,HELGELAND TWP.|265,Others,2
Minnesota,27119,HIGDEM TWP.|270,Donald Trump,39
Minnesota,27119,HIGDEM TWP.|270,Hillary Clinton,12
Minnesota,27119,HIGDEM TWP.|270,Others,4
Minnesota,27119,HILL RIVER TWP.|275,Donald Trump,73
Minnesota,27119,HILL RIVER TWP.|275,Hillary Clinton,16
Minnesota,27119,HILL RIVER TWP.|275,Others,6
Minnesota,27119,HUBBARD TWP.|280,Donald Trump,29
Minnesota,27119,HUBBARD TWP.|280,Hillary Clinton,11
Minnesota,27119,HUBBARD TWP.|280,Others,3
Minnesota,27119,HUNTSVILLE TWP.|285,Donald Trump,205
Minnesota,27119,HUNTSVILLE TWP.|285,Hillary Clinton,49
Minnesota,27119,HUNTSVILLE TWP.|285,Others,12
Minnesota,27119,JOHNSON TWP.|290,Donald Trump,8
Minnesota,27119,JOHNSON TWP.|290,Hillary Clinton,6
Minnesota,27119,JOHNSON TWP.|290,Others,6
Minnesota,27119,KERTSONVILLE TWP.|295,Donald Trump,38
Minnesota,27119,KERTSONVILLE TWP.|295,Hillary Clinton,14
Minnesota,27119,KERTSONVILLE TWP.|295,Others,4
Minnesota,27119,KEYSTONE TWP.|300,Donald Trump,32
Minnesota,27119,KEYSTONE TWP.|300,Hillary Clinton,14
Minnesota,27119,KEYSTONE TWP.|300,Others,0
Minnesota,27119,KING TWP.|305,Donald Trump,77
Minnesota,27119,KING TWP.|305,Hillary Clinton,20
Minnesota,27119,KING TWP.|305,Others,4
Minnesota,27119,KNUTE TWP.|310,Donald Trump,205
Minnesota,27119,KNUTE TWP.|310,Hillary Clinton,91
Minnesota,27119,KNUTE TWP.|310,Others,20
Minnesota,27119,LENGBY|315,Donald Trump,27
Minnesota,27119,LENGBY|315,Hillary Clinton,11
Minnesota,27119,LENGBY|315,Others,7
Minnesota,27119,LESSOR TWP.|320,Donald Trump,83
Minnesota,27119,LESSOR TWP.|320,Hillary Clinton,11
Minnesota,27119,LESSOR TWP.|320,Others,6
Minnesota,27119,LIBERTY TWP.|325,Donald Trump,48
Minnesota,27119,LIBERTY TWP.|325,Hillary Clinton,10
Minnesota,27119,LIBERTY TWP.|325,Others,3
Minnesota,27119,LOWELL TWP.|330,Donald Trump,75
Minnesota,27119,LOWELL TWP.|330,Hillary Clinton,15
Minnesota,27119,LOWELL TWP.|330,Others,4
Minnesota,27119,MCINTOSH|335,Donald Trump,191
Minnesota,27119,MCINTOSH|335,Hillary Clinton,85
Minnesota,27119,MCINTOSH|335,Others,14
Minnesota,27119,MENTOR|340,Donald Trump,40
Minnesota,27119,MENTOR|340,Hillary Clinton,25
Minnesota,27119,MENTOR|340,Others,11
Minnesota,27119,NESBIT TWP.|345,Donald Trump,42
Minnesota,27119,NESBIT TWP.|345,Hillary Clinton,12
Minnesota,27119,NESBIT TWP.|345,Others,4
Minnesota,27119,NIELSVILLE|350,Donald Trump,24
Minnesota,27119,NIELSVILLE|350,Hillary Clinton,9
Minnesota,27119,NIELSVILLE|350,Others,3
Minnesota,27119,NORTHLAND TWP.|355,Donald Trump,65
Minnesota,27119,NORTHLAND TWP.|355,Hillary Clinton,14
Minnesota,27119,NORTHLAND TWP.|355,Others,3
Minnesota,27119,ONSTAD TWP.|360,Donald Trump,22
Minnesota,27119,ONSTAD TWP.|360,Hillary Clinton,8
Minnesota,27119,ONSTAD TWP.|360,Others,9
Minnesota,27119,PARNELL TWP.|365,Donald Trump,23
Minnesota,27119,PARNELL TWP.|365,Hillary Clinton,6
Minnesota,27119,PARNELL TWP.|365,Others,3
Minnesota,27119,QUEEN TWP.|370,Donald Trump,89
Minnesota,27119,QUEEN TWP.|370,Hillary Clinton,36
Minnesota,27119,QUEEN TWP.|370,Others,2
Minnesota,27119,REIS TWP.|375,Donald Trump,17
Minnesota,27119,REIS TWP.|375,Hillary Clinton,8
Minnesota,27119,REIS TWP.|375,Others,5
Minnesota,27119,RHINEHART TWP.|380,Donald Trump,55
Minnesota,27119,RHINEHART TWP.|380,Hillary Clinton,12
Minnesota,27119,RHINEHART TWP.|380,Others,3
Minnesota,27119,ROOME TWP.|385,Donald Trump,64
Minnesota,27119,ROOME TWP.|385,Hillary Clinton,24
Minnesota,27119,ROOME TWP.|385,Others,6
Minnesota,27119,ROSEBUD TWP.|390,Donald Trump,119
Minnesota,27119,ROSEBUD TWP.|390,Hillary Clinton,45
Minnesota,27119,ROSEBUD TWP.|390,Others,24
Minnesota,27119,RUSSIA TWP.|395,Donald Trump,10
Minnesota,27119,RUSSIA TWP.|395,Hillary Clinton,2
Minnesota,27119,RUSSIA TWP.|395,Others,0
Minnesota,27119,SANDSVILLE TWP.|400,Donald Trump,26
Minnesota,27119,SANDSVILLE TWP.|400,Hillary Clinton,7
Minnesota,27119,SANDSVILLE TWP.|400,Others,0
Minnesota,27119,SCANDIA TWP.|405,Donald Trump,39
Minnesota,27119,SCANDIA TWP.|405,Hillary Clinton,4
Minnesota,27119,SCANDIA TWP.|405,Others,6
Minnesota,27119,SLETTEN TWP.|410,Donald Trump,66
Minnesota,27119,SLETTEN TWP.|410,Hillary Clinton,15
Minnesota,27119,SLETTEN TWP.|410,Others,2
Minnesota,27119,SULLIVAN TWP.|415,Donald Trump,64
Minnesota,27119,SULLIVAN TWP.|415,Hillary Clinton,17
Minnesota,27119,SULLIVAN TWP.|415,Others,6
Minnesota,27119,TABOR TWP.|420,Donald Trump,40
Minnesota,27119,TABOR TWP.|420,Hillary Clinton,23
Minnesota,27119,TABOR TWP.|420,Others,5
Minnesota,27119,TRAIL|430,Donald Trump,13
Minnesota,27119,TRAIL|430,Hillary Clinton,8
Minnesota,27119,TRAIL|430,Others,1
Minnesota,27119,TYNSID TWP.|435,Donald Trump,16
Minnesota,27119,TYNSID TWP.|435,Hillary Clinton,10
Minnesota,27119,TYNSID TWP.|435,Others,3
Minnesota,27119,VINELAND TWP.|440,Donald Trump,30
Minnesota,27119,VINELAND TWP.|440,Hillary Clinton,22
Minnesota,27119,VINELAND TWP.|440,Others,2
Minnesota,27119,WINGER TWP.|450,Donald Trump,62
Minnesota,27119,WINGER TWP.|450,Hillary Clinton,13
Minnesota,27119,WINGER TWP.|450,Others,3
Minnesota,27119,WINGER|445,Donald Trump,56
Minnesota,27119,WINGER|445,Hillary Clinton,19
Minnesota,27119,WINGER|445,Others,2
Minnesota,27119,WOODSIDE TWP.|455,Donald Trump,190
Minnesota,27119,WOODSIDE TWP.|455,Hillary Clinton,93
Minnesota,27119,WOODSIDE TWP.|455,Others,19
Minnesota,27121,BANGOR TWP.|5,Donald Trump,62
Minnesota,27121,BANGOR TWP.|5,Hillary Clinton,18
Minnesota,27121,BANGOR TWP.|5,Others,12
Minnesota,27121,BARSNESS TWP.|10,Donald Trump,57
Minnesota,27121,BARSNESS TWP.|10,Hillary Clinton,31
Minnesota,27121,BARSNESS TWP.|10,Others,4
Minnesota,27121,BEN WADE TWP.|15,Donald Trump,94
Minnesota,27121,BEN WADE TWP.|15,Hillary Clinton,42
Minnesota,27121,BEN WADE TWP.|15,Others,17
Minnesota,27121,BLUE MOUNDS TWP.|20,Donald Trump,78
Minnesota,27121,BLUE MOUNDS TWP.|20,Hillary Clinton,26
Minnesota,27121,BLUE MOUNDS TWP.|20,Others,11
Minnesota,27121,BROOTEN|22,Donald Trump,0
Minnesota,27121,BROOTEN|22,Hillary Clinton,0
Minnesota,27121,BROOTEN|22,Others,0
Minnesota,27121,CHIPPEWA FALLS TWP.|25,Donald Trump,92
Minnesota,27121,CHIPPEWA FALLS TWP.|25,Hillary Clinton,60
Minnesota,27121,CHIPPEWA FALLS TWP.|25,Others,5
Minnesota,27121,CYRUS|30,Donald Trump,99
Minnesota,27121,CYRUS|30,Hillary Clinton,31
Minnesota,27121,CYRUS|30,Others,8
Minnesota,27121,FARWELL|35,Donald Trump,10
Minnesota,27121,FARWELL|35,Hillary Clinton,12
Minnesota,27121,FARWELL|35,Others,2
Minnesota,27121,GILCHRIST TWP.|40,Donald Trump,100
Minnesota,27121,GILCHRIST TWP.|40,Hillary Clinton,35
Minnesota,27121,GILCHRIST TWP.|40,Others,8
Minnesota,27121,GLENWOOD P-1|45,Donald Trump,566
Minnesota,27121,GLENWOOD P-1|45,Hillary Clinton,501
Minnesota,27121,GLENWOOD P-1|45,Others,93
Minnesota,27121,GLENWOOD P-2|50,Donald Trump,105
Minnesota,27121,GLENWOOD P-2|50,Hillary Clinton,75
Minnesota,27121,GLENWOOD P-2|50,Others,13
Minnesota,27121,GLENWOOD TWP.|55,Donald Trump,415
Minnesota,27121,GLENWOOD TWP.|55,Hillary Clinton,210
Minnesota,27121,GLENWOOD TWP.|55,Others,44
Minnesota,27121,GROVE LAKE TWP.|60,Donald Trump,115
Minnesota,27121,GROVE LAKE TWP.|60,Hillary Clinton,29
Minnesota,27121,GROVE LAKE TWP.|60,Others,14
Minnesota,27121,HOFF TWP.|65,Donald Trump,46
Minnesota,27121,HOFF TWP.|65,Hillary Clinton,26
Minnesota,27121,HOFF TWP.|65,Others,2
Minnesota,27121,LAKE JOHANNA TWP.|70,Donald Trump,45
Minnesota,27121,LAKE JOHANNA TWP.|70,Hillary Clinton,24
Minnesota,27121,LAKE JOHANNA TWP.|70,Others,6
Minnesota,27121,LANGHEI TWP.|75,Donald Trump,55
Minnesota,27121,LANGHEI TWP.|75,Hillary Clinton,44
Minnesota,27121,LANGHEI TWP.|75,Others,9
Minnesota,27121,LEVEN TWP.|80,Donald Trump,210
Minnesota,27121,LEVEN TWP.|80,Hillary Clinton,107
Minnesota,27121,LEVEN TWP.|80,Others,18
Minnesota,27121,LONG BEACH|85,Donald Trump,155
Minnesota,27121,LONG BEACH|85,Hillary Clinton,81
Minnesota,27121,LONG BEACH|85,Others,11
Minnesota,27121,LOWRY|90,Donald Trump,112
Minnesota,27121,LOWRY|90,Hillary Clinton,42
Minnesota,27121,LOWRY|90,Others,18
Minnesota,27121,MINNEWASKA TWP.|95,Donald Trump,174
Minnesota,27121,MINNEWASKA TWP.|95,Hillary Clinton,131
Minnesota,27121,MINNEWASKA TWP.|95,Others,20
Minnesota,27121,NEW PRAIRIE TWP.|100,Donald Trump,85
Minnesota,27121,NEW PRAIRIE TWP.|100,Hillary Clinton,27
Minnesota,27121,NEW PRAIRIE TWP.|100,Others,1
Minnesota,27121,NORA TWP.|105,Donald Trump,76
Minnesota,27121,NORA TWP.|105,Hillary Clinton,29
Minnesota,27121,NORA TWP.|105,Others,10
Minnesota,27121,RENO TWP.|110,Donald Trump,172
Minnesota,27121,RENO TWP.|110,Hillary Clinton,65
Minnesota,27121,RENO TWP.|110,Others,12
Minnesota,27121,ROLLING FORKS TWP.|115,Donald Trump,54
Minnesota,27121,ROLLING FORKS TWP.|115,Hillary Clinton,17
Minnesota,27121,ROLLING FORKS TWP.|115,Others,5
Minnesota,27121,SEDAN|120,Donald Trump,14
Minnesota,27121,SEDAN|120,Hillary Clinton,1
Minnesota,27121,SEDAN|120,Others,3
Minnesota,27121,STARBUCK|125,Donald Trump,360
Minnesota,27121,STARBUCK|125,Hillary Clinton,270
Minnesota,27121,STARBUCK|125,Others,35
Minnesota,27121,VILLARD|130,Donald Trump,88
Minnesota,27121,VILLARD|130,Hillary Clinton,27
Minnesota,27121,VILLARD|130,Others,7
Minnesota,27121,WALDEN TWP.|135,Donald Trump,67
Minnesota,27121,WALDEN TWP.|135,Hillary Clinton,18
Minnesota,27121,WALDEN TWP.|135,Others,6
Minnesota,27121,WESTPORT TWP.|145,Donald Trump,97
Minnesota,27121,WESTPORT TWP.|145,Hillary Clinton,29
Minnesota,27121,WESTPORT TWP.|145,Others,8
Minnesota,27121,WESTPORT|140,Donald Trump,18
Minnesota,27121,WESTPORT|140,Hillary Clinton,1
Minnesota,27121,WESTPORT|140,Others,1
Minnesota,27121,WHITE BEAR LAKE TWP.|150,Donald Trump,172
Minnesota,27121,WHITE BEAR LAKE TWP.|150,Hillary Clinton,97
Minnesota,27121,WHITE BEAR LAKE TWP.|150,Others,17
Minnesota,27123,ARDEN HILLS P-1|10,Donald Trump,778
Minnesota,27123,ARDEN HILLS P-1|10,Hillary Clinton,1264
Minnesota,27123,ARDEN HILLS P-1|10,Others,253
Minnesota,27123,ARDEN HILLS P-2|20,Donald Trump,637
Minnesota,27123,ARDEN HILLS P-2|20,Hillary Clinton,644
Minnesota,27123,ARDEN HILLS P-2|20,Others,224
Minnesota,27123,ARDEN HILLS P-3|30,Donald Trump,675
Minnesota,27123,ARDEN HILLS P-3|30,Hillary Clinton,1008
Minnesota,27123,ARDEN HILLS P-3|30,Others,178
Minnesota,27123,BLAINE W-1 P-9|50,Donald Trump,0
Minnesota,27123,BLAINE W-1 P-9|50,Hillary Clinton,0
Minnesota,27123,BLAINE W-1 P-9|50,Others,0
Minnesota,27123,FALCON HEIGHTS P-1|60,Donald Trump,223
Minnesota,27123,FALCON HEIGHTS P-1|60,Hillary Clinton,1041
Minnesota,27123,FALCON HEIGHTS P-1|60,Others,137
Minnesota,27123,FALCON HEIGHTS P-2|70,Donald Trump,301
Minnesota,27123,FALCON HEIGHTS P-2|70,Hillary Clinton,1140
Minnesota,27123,FALCON HEIGHTS P-2|70,Others,129
Minnesota,27123,GEM LAKE P-1|80,Donald Trump,124
Minnesota,27123,GEM LAKE P-1|80,Hillary Clinton,134
Minnesota,27123,GEM LAKE P-1|80,Others,23
Minnesota,27123,LAUDERDALE P-1|90,Donald Trump,245
Minnesota,27123,LAUDERDALE P-1|90,Hillary Clinton,919
Minnesota,27123,LAUDERDALE P-1|90,Others,113
Minnesota,27123,LITTLE CANADA P-1|100,Donald Trump,570
Minnesota,27123,LITTLE CANADA P-1|100,Hillary Clinton,1148
Minnesota,27123,LITTLE CANADA P-1|100,Others,192
Minnesota,27123,LITTLE CANADA P-2|110,Donald Trump,744
Minnesota,27123,LITTLE CANADA P-2|110,Hillary Clinton,1073
Minnesota,27123,LITTLE CANADA P-2|110,Others,182
Minnesota,27123,LITTLE CANADA P-3|120,Donald Trump,499
Minnesota,27123,LITTLE CANADA P-3|120,Hillary Clinton,811
Minnesota,27123,LITTLE CANADA P-3|120,Others,129
Minnesota,27123,MAPLEWOOD P-01|130,Donald Trump,262
Minnesota,27123,MAPLEWOOD P-01|130,Hillary Clinton,578
Minnesota,27123,MAPLEWOOD P-01|130,Others,79
Minnesota,27123,MAPLEWOOD P-02|140,Donald Trump,436
Minnesota,27123,MAPLEWOOD P-02|140,Hillary Clinton,786
Minnesota,27123,MAPLEWOOD P-02|140,Others,98
Minnesota,27123,MAPLEWOOD P-03|150,Donald Trump,363
Minnesota,27123,MAPLEWOOD P-03|150,Hillary Clinton,678
Minnesota,27123,MAPLEWOOD P-03|150,Others,103
Minnesota,27123,MAPLEWOOD P-04|160,Donald Trump,264
Minnesota,27123,MAPLEWOOD P-04|160,Hillary Clinton,542
Minnesota,27123,MAPLEWOOD P-04|160,Others,65
Minnesota,27123,MAPLEWOOD P-05|170,Donald Trump,417
Minnesota,27123,MAPLEWOOD P-05|170,Hillary Clinton,645
Minnesota,27123,MAPLEWOOD P-05|170,Others,98
Minnesota,27123,MAPLEWOOD P-06|180,Donald Trump,575
Minnesota,27123,MAPLEWOOD P-06|180,Hillary Clinton,863
Minnesota,27123,MAPLEWOOD P-06|180,Others,116
Minnesota,27123,MAPLEWOOD P-07|190,Donald Trump,688
Minnesota,27123,MAPLEWOOD P-07|190,Hillary Clinton,965
Minnesota,27123,MAPLEWOOD P-07|190,Others,144
Minnesota,27123,MAPLEWOOD P-08|200,Donald Trump,681
Minnesota,27123,MAPLEWOOD P-08|200,Hillary Clinton,971
Minnesota,27123,MAPLEWOOD P-08|200,Others,162
Minnesota,27123,MAPLEWOOD P-09|210,Donald Trump,224
Minnesota,27123,MAPLEWOOD P-09|210,Hillary Clinton,390
Minnesota,27123,MAPLEWOOD P-09|210,Others,61
Minnesota,27123,MAPLEWOOD P-10|220,Donald Trump,501
Minnesota,27123,MAPLEWOOD P-10|220,Hillary Clinton,881
Minnesota,27123,MAPLEWOOD P-10|220,Others,133
Minnesota,27123,MAPLEWOOD P-11|230,Donald Trump,449
Minnesota,27123,MAPLEWOOD P-11|230,Hillary Clinton,671
Minnesota,27123,MAPLEWOOD P-11|230,Others,115
Minnesota,27123,MAPLEWOOD P-12|240,Donald Trump,368
Minnesota,27123,MAPLEWOOD P-12|240,Hillary Clinton,553
Minnesota,27123,MAPLEWOOD P-12|240,Others,108
Minnesota,27123,MAPLEWOOD P-13|250,Donald Trump,660
Minnesota,27123,MAPLEWOOD P-13|250,Hillary Clinton,839
Minnesota,27123,MAPLEWOOD P-13|250,Others,133
Minnesota,27123,MAPLEWOOD P-14|260,Donald Trump,595
Minnesota,27123,MAPLEWOOD P-14|260,Hillary Clinton,1163
Minnesota,27123,MAPLEWOOD P-14|260,Others,147
Minnesota,27123,MAPLEWOOD P-15|270,Donald Trump,887
Minnesota,27123,MAPLEWOOD P-15|270,Hillary Clinton,1226
Minnesota,27123,MAPLEWOOD P-15|270,Others,205
Minnesota,27123,MOUNDS VIEW P-1|290,Donald Trump,710
Minnesota,27123,MOUNDS VIEW P-1|290,Hillary Clinton,1014
Minnesota,27123,MOUNDS VIEW P-1|290,Others,205
Minnesota,27123,MOUNDS VIEW P-2|300,Donald Trump,494
Minnesota,27123,MOUNDS VIEW P-2|300,Hillary Clinton,673
Minnesota,27123,MOUNDS VIEW P-2|300,Others,125
Minnesota,27123,MOUNDS VIEW P-3|310,Donald Trump,810
Minnesota,27123,MOUNDS VIEW P-3|310,Hillary Clinton,1084
Minnesota,27123,MOUNDS VIEW P-3|310,Others,215
Minnesota,27123,MOUNDS VIEW P-4|320,Donald Trump,412
Minnesota,27123,MOUNDS VIEW P-4|320,Hillary Clinton,619
Minnesota,27123,MOUNDS VIEW P-4|320,Others,106
Minnesota,27123,NEW BRIGHTON P-1|330,Donald Trump,469
Minnesota,27123,NEW BRIGHTON P-1|330,Hillary Clinton,885
Minnesota,27123,NEW BRIGHTON P-1|330,Others,171
Minnesota,27123,NEW BRIGHTON P-2|335,Donald Trump,313
Minnesota,27123,NEW BRIGHTON P-2|335,Hillary Clinton,643
Minnesota,27123,NEW BRIGHTON P-2|335,Others,103
Minnesota,27123,NEW BRIGHTON P-3|340,Donald Trump,604
Minnesota,27123,NEW BRIGHTON P-3|340,Hillary Clinton,913
Minnesota,27123,NEW BRIGHTON P-3|340,Others,189
Minnesota,27123,NEW BRIGHTON P-4|345,Donald Trump,611
Minnesota,27123,NEW BRIGHTON P-4|345,Hillary Clinton,1171
Minnesota,27123,NEW BRIGHTON P-4|345,Others,191
Minnesota,27123,NEW BRIGHTON P-5|350,Donald Trump,421
Minnesota,27123,NEW BRIGHTON P-5|350,Hillary Clinton,885
Minnesota,27123,NEW BRIGHTON P-5|350,Others,143
Minnesota,27123,NEW BRIGHTON P-6|355,Donald Trump,522
Minnesota,27123,NEW BRIGHTON P-6|355,Hillary Clinton,921
Minnesota,27123,NEW BRIGHTON P-6|355,Others,157
Minnesota,27123,NEW BRIGHTON P-7|360,Donald Trump,672
Minnesota,27123,NEW BRIGHTON P-7|360,Hillary Clinton,1039
Minnesota,27123,NEW BRIGHTON P-7|360,Others,173
Minnesota,27123,NEW BRIGHTON P-8|365,Donald Trump,669
Minnesota,27123,NEW BRIGHTON P-8|365,Hillary Clinton,929
Minnesota,27123,NEW BRIGHTON P-8|365,Others,197
Minnesota,27123,NORTH OAKS P-1|370,Donald Trump,706
Minnesota,27123,NORTH OAKS P-1|370,Hillary Clinton,830
Minnesota,27123,NORTH OAKS P-1|370,Others,156
Minnesota,27123,NORTH OAKS P-2|380,Donald Trump,764
Minnesota,27123,NORTH OAKS P-2|380,Hillary Clinton,788
Minnesota,27123,NORTH OAKS P-2|380,Others,143
Minnesota,27123,NORTH ST. PAUL P-1|390,Donald Trump,671
Minnesota,27123,NORTH ST. PAUL P-1|390,Hillary Clinton,856
Minnesota,27123,NORTH ST. PAUL P-1|390,Others,170
Minnesota,27123,NORTH ST. PAUL P-2|400,Donald Trump,510
Minnesota,27123,NORTH ST. PAUL P-2|400,Hillary Clinton,742
Minnesota,27123,NORTH ST. PAUL P-2|400,Others,118
Minnesota,27123,NORTH ST. PAUL P-3|410,Donald Trump,643
Minnesota,27123,NORTH ST. PAUL P-3|410,Hillary Clinton,843
Minnesota,27123,NORTH ST. PAUL P-3|410,Others,155
Minnesota,27123,NORTH ST. PAUL P-4|420,Donald Trump,563
Minnesota,27123,NORTH ST. PAUL P-4|420,Hillary Clinton,831
Minnesota,27123,NORTH ST. PAUL P-4|420,Others,176
Minnesota,27123,ROSEVILLE P-01|430,Donald Trump,689
Minnesota,27123,ROSEVILLE P-01|430,Hillary Clinton,1119
Minnesota,27123,ROSEVILLE P-01|430,Others,238
Minnesota,27123,ROSEVILLE P-02|440,Donald Trump,294
Minnesota,27123,ROSEVILLE P-02|440,Hillary Clinton,541
Minnesota,27123,ROSEVILLE P-02|440,Others,92
Minnesota,27123,ROSEVILLE P-03|450,Donald Trump,683
Minnesota,27123,ROSEVILLE P-03|450,Hillary Clinton,1564
Minnesota,27123,ROSEVILLE P-03|450,Others,237
Minnesota,27123,ROSEVILLE P-04|460,Donald Trump,1009
Minnesota,27123,ROSEVILLE P-04|460,Hillary Clinton,1771
Minnesota,27123,ROSEVILLE P-04|460,Others,280
Minnesota,27123,ROSEVILLE P-05|470,Donald Trump,551
Minnesota,27123,ROSEVILLE P-05|470,Hillary Clinton,1598
Minnesota,27123,ROSEVILLE P-05|470,Others,193
Minnesota,27123,ROSEVILLE P-06|480,Donald Trump,550
Minnesota,27123,ROSEVILLE P-06|480,Hillary Clinton,1111
Minnesota,27123,ROSEVILLE P-06|480,Others,179
Minnesota,27123,ROSEVILLE P-07|490,Donald Trump,608
Minnesota,27123,ROSEVILLE P-07|490,Hillary Clinton,1185
Minnesota,27123,ROSEVILLE P-07|490,Others,214
Minnesota,27123,ROSEVILLE P-08|500,Donald Trump,555
Minnesota,27123,ROSEVILLE P-08|500,Hillary Clinton,1254
Minnesota,27123,ROSEVILLE P-08|500,Others,184
Minnesota,27123,ROSEVILLE P-09|510,Donald Trump,627
Minnesota,27123,ROSEVILLE P-09|510,Hillary Clinton,1479
Minnesota,27123,ROSEVILLE P-09|510,Others,219
Minnesota,27123,ROSEVILLE P-10|520,Donald Trump,472
Minnesota,27123,ROSEVILLE P-10|520,Hillary Clinton,1250
Minnesota,27123,ROSEVILLE P-10|520,Others,191
Minnesota,27123,SHOREVIEW P-1|1580,Donald Trump,351
Minnesota,27123,SHOREVIEW P-1|1580,Hillary Clinton,786
Minnesota,27123,SHOREVIEW P-1|1580,Others,113
Minnesota,27123,SHOREVIEW P-2|1600,Donald Trump,1060
Minnesota,27123,SHOREVIEW P-2|1600,Hillary Clinton,1721
Minnesota,27123,SHOREVIEW P-2|1600,Others,341
Minnesota,27123,SHOREVIEW P-3|1610,Donald Trump,1131
Minnesota,27123,SHOREVIEW P-3|1610,Hillary Clinton,1751
Minnesota,27123,SHOREVIEW P-3|1610,Others,318
Minnesota,27123,SHOREVIEW P-4|1620,Donald Trump,917
Minnesota,27123,SHOREVIEW P-4|1620,Hillary Clinton,1254
Minnesota,27123,SHOREVIEW P-4|1620,Others,248
Minnesota,27123,SHOREVIEW P-5|1630,Donald Trump,1428
Minnesota,27123,SHOREVIEW P-5|1630,Hillary Clinton,1907
Minnesota,27123,SHOREVIEW P-5|1630,Others,302
Minnesota,27123,SHOREVIEW P-6|1640,Donald Trump,1090
Minnesota,27123,SHOREVIEW P-6|1640,Hillary Clinton,1240
Minnesota,27123,SHOREVIEW P-6|1640,Others,262
Minnesota,27123,SPRING LAKE PARK P-1R|1650,Donald Trump,40
Minnesota,27123,SPRING LAKE PARK P-1R|1650,Hillary Clinton,43
Minnesota,27123,SPRING LAKE PARK P-1R|1650,Others,9
Minnesota,27123,ST ANTHONY P-1|530,Donald Trump,508
Minnesota,27123,ST ANTHONY P-1|530,Hillary Clinton,1227
Minnesota,27123,ST ANTHONY P-1|530,Others,201
Minnesota,27123,ST. PAUL W-1 P-01|540,Donald Trump,114
Minnesota,27123,ST. PAUL W-1 P-01|540,Hillary Clinton,880
Minnesota,27123,ST. PAUL W-1 P-01|540,Others,73
Minnesota,27123,ST. PAUL W-1 P-02|550,Donald Trump,282
Minnesota,27123,ST. PAUL W-1 P-02|550,Hillary Clinton,1508
Minnesota,27123,ST. PAUL W-1 P-02|550,Others,181
Minnesota,27123,ST. PAUL W-1 P-03|560,Donald Trump,188
Minnesota,27123,ST. PAUL W-1 P-03|560,Hillary Clinton,1171
Minnesota,27123,ST. PAUL W-1 P-03|560,Others,129
Minnesota,27123,ST. PAUL W-1 P-04|570,Donald Trump,129
Minnesota,27123,ST. PAUL W-1 P-04|570,Hillary Clinton,798
Minnesota,27123,ST. PAUL W-1 P-04|570,Others,86
Minnesota,27123,ST. PAUL W-1 P-05|580,Donald Trump,66
Minnesota,27123,ST. PAUL W-1 P-05|580,Hillary Clinton,915
Minnesota,27123,ST. PAUL W-1 P-05|580,Others,85
Minnesota,27123,ST. PAUL W-1 P-06|590,Donald Trump,202
Minnesota,27123,ST. PAUL W-1 P-06|590,Hillary Clinton,1934
Minnesota,27123,ST. PAUL W-1 P-06|590,Others,173
Minnesota,27123,ST. PAUL W-1 P-07|600,Donald Trump,154
Minnesota,27123,ST. PAUL W-1 P-07|600,Hillary Clinton,1112
Minnesota,27123,ST. PAUL W-1 P-07|600,Others,124
Minnesota,27123,ST. PAUL W-1 P-08|610,Donald Trump,172
Minnesota,27123,ST. PAUL W-1 P-08|610,Hillary Clinton,1663
Minnesota,27123,ST. PAUL W-1 P-08|610,Others,157
Minnesota,27123,ST. PAUL W-1 P-09|620,Donald Trump,224
Minnesota,27123,ST. PAUL W-1 P-09|620,Hillary Clinton,1327
Minnesota,27123,ST. PAUL W-1 P-09|620,Others,100
Minnesota,27123,ST. PAUL W-1 P-10|630,Donald Trump,59
Minnesota,27123,ST. PAUL W-1 P-10|630,Hillary Clinton,281
Minnesota,27123,ST. PAUL W-1 P-10|630,Others,22
Minnesota,27123,ST. PAUL W-1 P-11|640,Donald Trump,64
Minnesota,27123,ST. PAUL W-1 P-11|640,Hillary Clinton,741
Minnesota,27123,ST. PAUL W-1 P-11|640,Others,33
